epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,331.192,0.97186,0.68661,0.00369,0.93219,0.92332,0.9656,0.66331,1.16961,0.50528,0.00383,0.0005545,0.0005545,0.0005545
47,338.026,0.9758,0.69619,0.00375,0.94,0.90139,0.96508,0.66251,1.15293,0.52286,0.00371,0.0005446,0.0005446,0.0005446
48,344.697,0.95487,0.67105,0.00364,0.93505,0.91132,0.9654,0.66207,1.15988,0.49566,0.00373,0.0005347,0.0005347,0.0005347
49,351.489,0.97419,0.68714,0.00371,0.93239,0.93111,0.96956,0.67983,1.11666,0.49562,0.0036,0.0005248,0.0005248,0.0005248
50,358.215,0.95463,0.68092,0.00369,0.9332,0.90245,0.95967,0.71844,0.95105,0.49599,0.00305,0.0005149,0.0005149,0.0005149
51,364.935,0.97188,0.69241,0.00372,0.92296,0.9105,0.95789,0.7229,0.93006,0.51045,0.00298,0.000505,0.000505,0.000505
52,371.753,0.96506,0.68342,0.0037,0.92477,0.90003,0.95669,0.69242,1.02813,0.53757,0.00328,0.0004951,0.0004951,0.0004951
53,378.445,0.93066,0.65038,0.00357,0.93813,0.90476,0.96212,0.69818,1.02547,0.49065,0.0033,0.0004852,0.0004852,0.0004852
54,385.152,0.93908,0.6654,0.00361,0.93654,0.91309,0.96462,0.69868,1.02395,0.49733,0.00331,0.0004753,0.0004753,0.0004753
55,391.911,0.94503,0.67492,0.00361,0.93765,0.92197,0.9646,0.70579,1.00106,0.46322,0.00323,0.0004654,0.0004654,0.0004654
56,398.629,0.93378,0.66133,0.00352,0.92719,0.93316,0.96497,0.67664,1.11923,0.49947,0.00364,0.0004555,0.0004555,0.0004555
57,405.395,0.93719,0.66734,0.00359,0.94189,0.90299,0.96049,0.67255,1.09028,0.51516,0.0035,0.0004456,0.0004456,0.0004456
58,412.092,0.94188,0.65884,0.00359,0.93166,0.92032,0.96279,0.69585,1.02681,0.47296,0.00329,0.0004357,0.0004357,0.0004357
59,418.841,0.93177,0.64939,0.00358,0.93348,0.93753,0.96386,0.69387,1.04695,0.4545,0.00334,0.0004258,0.0004258,0.0004258
60,425.62,0.93426,0.6582,0.00356,0.93399,0.91607,0.96583,0.70492,1.00225,0.46337,0.00324,0.0004159,0.0004159,0.0004159
61,432.373,0.93039,0.66536,0.00357,0.9283,0.9342,0.96802,0.7215,0.98044,0.44981,0.00315,0.000406,0.000406,0.000406
62,439.232,0.92981,0.63441,0.00351,0.93445,0.93254,0.96413,0.7033,1.01263,0.46231,0.00327,0.0003961,0.0003961,0.0003961
63,445.922,0.92361,0.64168,0.0035,0.94552,0.92981,0.96502,0.70827,1.00175,0.45308,0.00321,0.0003862,0.0003862,0.0003862
64,452.664,0.92638,0.63855,0.00353,0.93453,0.92462,0.96498,0.7217,0.94503,0.43558,0.00305,0.0003763,0.0003763,0.0003763
65,459.38,0.9187,0.6241,0.00357,0.92885,0.92281,0.96714,0.7058,1.01031,0.4489,0.00322,0.0003664,0.0003664,0.0003664
66,466.039,0.93991,0.64588,0.00362,0.93275,0.9323,0.96731,0.71048,0.99883,0.45404,0.00321,0.0003565,0.0003565,0.0003565
