epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,241.417,0.3047,0.1367,0.00094,0.91237,0.87628,0.92788,0.74352,0.76618,0.6238,0.00248,0.0006436,0.0006436,0.0006436
38,247.982,0.29817,0.13615,0.00091,0.91132,0.87746,0.92827,0.75127,0.75165,0.63275,0.00244,0.0006337,0.0006337,0.0006337
39,254.365,0.27289,0.12809,0.00083,0.88868,0.88043,0.91751,0.73456,0.76935,0.69623,0.00248,0.0006238,0.0006238,0.0006238
40,260.823,0.28738,0.12846,0.00087,0.89962,0.87957,0.92677,0.74711,0.76741,0.64448,0.0025,0.0006139,0.0006139,0.0006139
41,267.206,0.2732,0.12414,0.00083,0.89079,0.88685,0.92912,0.74433,0.77509,0.63956,0.00254,0.000604,0.000604,0.000604
42,273.61,0.27522,0.12665,0.00084,0.91006,0.87624,0.92902,0.7514,0.74009,0.63793,0.00241,0.0005941,0.0005941,0.0005941
43,280.123,0.24347,0.11445,0.00075,0.89197,0.88658,0.92274,0.74788,0.74358,0.69576,0.00243,0.0005842,0.0005842,0.0005842
44,286.511,0.25344,0.11552,0.00077,0.90129,0.88183,0.92246,0.74554,0.75082,0.66725,0.00244,0.0005743,0.0005743,0.0005743
45,292.91,0.2305,0.10736,0.00071,0.88821,0.89399,0.92134,0.74566,0.74779,0.6661,0.00245,0.0005644,0.0005644,0.0005644
46,299.302,0.2413,0.11057,0.00074,0.89332,0.88948,0.9274,0.75301,0.7423,0.65735,0.00241,0.0005545,0.0005545,0.0005545
47,305.688,0.2271,0.10708,0.00071,0.89944,0.88086,0.92376,0.74473,0.74198,0.6644,0.00242,0.0005446,0.0005446,0.0005446
48,312.108,0.2262,0.10567,0.0007,0.91816,0.87162,0.92474,0.74682,0.74084,0.67376,0.00241,0.0005347,0.0005347,0.0005347
49,318.584,0.21003,0.09911,0.00066,0.9125,0.85972,0.92631,0.74759,0.74484,0.66569,0.00243,0.0005248,0.0005248,0.0005248
50,325.007,0.24176,0.1067,0.00074,0.913,0.88575,0.92429,0.74546,0.73696,0.68081,0.00238,0.0005149,0.0005149,0.0005149
51,331.405,0.21125,0.09866,0.00066,0.89848,0.88067,0.925,0.75004,0.73691,0.67472,0.00243,0.000505,0.000505,0.000505
52,337.83,0.22037,0.10026,0.00068,0.91467,0.87625,0.92475,0.75223,0.73866,0.66359,0.00241,0.0004951,0.0004951,0.0004951
53,344.181,0.204,0.09439,0.00063,0.9166,0.86838,0.92163,0.74737,0.73405,0.68193,0.0024,0.0004852,0.0004852,0.0004852
54,350.622,0.22125,0.10207,0.00069,0.89326,0.88925,0.9276,0.75202,0.74065,0.67007,0.00242,0.0004753,0.0004753,0.0004753
55,357.138,0.20696,0.09436,0.00065,0.9008,0.8899,0.92565,0.74917,0.74001,0.67022,0.00242,0.0004654,0.0004654,0.0004654
56,363.533,0.21002,0.0919,0.00064,0.918,0.86801,0.9198,0.7437,0.74254,0.67722,0.00243,0.0004555,0.0004555,0.0004555
57,369.889,0.20359,0.0891,0.00063,0.89699,0.88178,0.92223,0.74702,0.73615,0.69509,0.0024,0.0004456,0.0004456,0.0004456
58,376.399,0.18221,0.08404,0.00057,0.87277,0.90433,0.92197,0.74665,0.73695,0.68883,0.00241,0.0004357,0.0004357,0.0004357
59,382.777,0.18721,0.08386,0.00058,0.90647,0.87483,0.92442,0.74556,0.74067,0.7159,0.00242,0.0004258,0.0004258,0.0004258
60,389.295,0.1767,0.07912,0.00056,0.91314,0.87436,0.92309,0.74647,0.73356,0.70832,0.00237,0.0004159,0.0004159,0.0004159
61,395.743,0.19129,0.08235,0.00059,0.91507,0.87181,0.92136,0.74566,0.7407,0.68761,0.00242,0.000406,0.000406,0.000406
